id_pedido,cif_empresa,id_producto,nombre_producto,destino,provincia,cantidad,fecha_pedido,fecha_caducidad,fecha_entrega_estimada,estado,fecha_entregado
9300045,L11840211,3,Queso cheddar 200gr,"41.275076, 1.513732",Tarragona,679,2024-12-16,2024-12-30,2024-12-27,En fabricación,
2643851,F59700387,8,Filetes de pescado blanco 500gr,"37.253795, -7.229716",Huelva,716,2024-12-16,2024-12-22,2024-12-19,En fabricación,
9613047,H50034039,3,Queso cheddar 200gr,"38.031997, -4.058837",Jaén,650,2024-12-16,2024-12-30,2024-12-27,En fabricación,
8256912,L34845958,16,Tomates maduros (aprox. 1kg),"40.399621, -3.59424",Madrid,652,2024-12-16,2024-12-21,2024-12-18,En fabricación,
7388087,K76543210,11,"Manzanas rojas (6 unidades, aprox. 1kg)","41.327635, 2.115424",Barcelona,873,2024-12-16,2024-12-21,2024-12-18,En fabricación,
5463613,E30624932,5,Mantequilla 100gr,"39.268988, -7.43448",Portalegre,651,2024-12-16,2024-12-26,2024-12-23,En fabricación,
1960193,D64752757,19,Patatas para cocinar (1kg),"42.468846, 1.493294",Sant Julià de Lòria,936,2024-12-16,2024-12-24,2024-12-21,En fabricación,
3691626,H50034039,19,Patatas para cocinar (1kg),"38.031997, -4.058837",Jaén,828,2024-12-16,2024-12-24,2024-12-21,En fabricación,
1579877,H98721977,8,Filetes de pescado blanco 500gr,"40.630214, -7.876921",Viseu,981,2024-12-16,2024-12-22,2024-12-19,En fabricación,
2851463,G23456789,6,Carne de ternera picada 500gr,"38.34061, -0.539066",Alicante,792,2024-12-16,2024-12-21,2024-12-18,En fabricación,
6625497,H45378615,10,Tocino ahumado en lonchas 200gr,"39.514124, -0.476974",Valencia,865,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4650544,F34425120,17,Cebollas amarillas (aprox. 1kg),"39.449253, -6.381213",Cáceres,763,2024-12-16,2024-12-20,2024-12-17,En fabricación,
8902362,L15431876,6,Carne de ternera picada 500gr,"40.183041, -3.723122",Toledo,772,2024-12-16,2024-12-21,2024-12-18,En fabricación,
6320419,C98454639,2,Huevos frescos (4 unidades),"42.402276, -8.583134",Pontevedra,773,2024-12-16,2025-01-13,2025-01-10,En fabricación,
1691646,D64752757,12,"Plátanos maduros (6 unidades, aprox. 1kg)","42.468846, 1.493294",Sant Julià de Lòria,797,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2569962,F86466817,5,Mantequilla 100gr,"37.081185, -7.891208",Faro,686,2024-12-16,2024-12-26,2024-12-23,En fabricación,
4444448,D23336156,18,Zanahorias frescas (500gr),"39.806559, -7.528487",Castelo Branco,626,2024-12-16,2024-12-19,2024-12-16,En fabricación,
7587858,K20813122,14,Espinacas frescas en bolsa 300gr,"40.582396, -7.154403",Guarda,777,2024-12-16,2024-12-19,2024-12-16,En fabricación,
9853014,L15431876,6,Carne de ternera picada 500gr,"40.183041, -3.723122",Toledo,944,2024-12-16,2024-12-21,2024-12-18,En fabricación,
6701585,F36531008,14,Espinacas frescas en bolsa 300gr,"40.365727, -1.157177",Teruel,815,2024-12-16,2024-12-19,2024-12-16,En fabricación,
2641630,B61789367,9,Jamón serrano loncheado 150gr,"43.039131, -7.550207",Lugo,669,2024-12-16,2024-12-31,2024-12-28,En fabricación,
5612467,F34425120,4,Yogur natural 4 unidades (125gr cada uno),"39.449253, -6.381213",Cáceres,822,2024-12-16,2025-01-02,2024-12-30,En fabricación,
5339342,A69030156,1,Leche entera 500ml,"36.407357, -6.128702",Cádiz,798,2024-12-16,2024-12-22,2024-12-19,En fabricación,
2585482,H25832898,15,Lechuga romana 1 unidad,"42.508834, 1.532288",Escaldes-Engordany,656,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5772371,E42477092,18,Zanahorias frescas (500gr),"37.875219, -4.763063",Córdoba,707,2024-12-16,2024-12-19,2024-12-16,En fabricación,
5786363,G23456789,6,Carne de ternera picada 500gr,"38.34061, -0.539066",Alicante,659,2024-12-16,2024-12-21,2024-12-18,En fabricación,
9159502,H60877269,4,Yogur natural 4 unidades (125gr cada uno),"43.443127, -3.864163",Cantabria,683,2024-12-16,2025-01-02,2024-12-30,En fabricación,
3520403,K42111490,2,Huevos frescos (4 unidades),"41.712777, -8.85317",Viana do Castelo,648,2024-12-16,2025-01-13,2025-01-10,En fabricación,
7551286,A43314608,3,Queso cheddar 200gr,"41.604913, 0.679305",Lleida,584,2024-12-16,2024-12-30,2024-12-27,En fabricación,
7073650,D10491986,1,Leche entera 500ml,"39.24899, -8.674233",Santarém,975,2024-12-16,2024-12-22,2024-12-19,En fabricación,
3714453,B21493152,15,Lechuga romana 1 unidad,"40.620066, -3.28023",Guadalajara,965,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5415073,A92333790,19,Patatas para cocinar (1kg),"42.483562, 1.490046",Andorra la Vella,758,2024-12-16,2024-12-24,2024-12-21,En fabricación,
1979302,B31135513,15,Lechuga romana 1 unidad,"37.932005, -1.195947",Murcia,768,2024-12-16,2024-12-20,2024-12-17,En fabricación,
5984999,K41092198,19,Patatas para cocinar (1kg),"41.788533, -6.779713",Braganza,773,2024-12-16,2024-12-24,2024-12-21,En fabricación,
6945636,C17729241,12,"Plátanos maduros (6 unidades, aprox. 1kg)","40.551625, -8.553303",Aveiro,877,2024-12-16,2024-12-20,2024-12-17,En fabricación,
2135315,H22774301,4,Yogur natural 4 unidades (125gr cada uno),"41.116767, -8.574959",Oporto,777,2024-12-16,2025-01-02,2024-12-30,En fabricación,
1785625,L21420173,2,Huevos frescos (4 unidades),"42.463523, 1.491706",Encamp,984,2024-12-16,2025-01-13,2025-01-10,En fabricación,
8945013,D54829731,19,Patatas para cocinar (1kg),"40.905792, -4.107008",Segovia,555,2024-12-16,2024-12-24,2024-12-21,En fabricación,
7731833,C37487819,6,Carne de ternera picada 500gr,"42.362387, -3.624425",Burgos,893,2024-12-16,2024-12-21,2024-12-18,En fabricación,
9901786,D54661573,9,Jamón serrano loncheado 150gr,"41.541969, -4.663801",Valladolid,840,2024-12-16,2024-12-31,2024-12-28,En fabricación,
4304665,D87654321,16,Tomates maduros (aprox. 1kg),"36.783819, -2.742398",Almería,906,2024-12-16,2024-12-21,2024-12-18,En fabricación,
